18:44, Sunday, February 15, 2026
Study name:Static 2
Units: N/m^2
Selected reference : N/A
Node  ,X (mm)  ,Y (mm)  ,Z (mm)  ,VON (N/m^2)
10  ,12.2472  ,8.78254  ,-90.1823  ,2.32744e+08
15  ,12.0729  ,8.78254  ,-92.1747  ,2.32569e+08
58355  ,12.4343  ,9.30057  ,-92.2063  ,2.15086e+08
12020  ,12.6086  ,9.30057  ,-90.2139  ,2.14920e+08
12021  ,12.2036  ,8.78254  ,-90.6804  ,2.14892e+08
58358  ,12.1165  ,8.78254  ,-91.6766  ,2.14746e+08
