18:33, Sunday, February 15, 2026
Study name:Static 1
Units: mm
Selected reference : N/A
Node  ,X (mm)  ,Y (mm)  ,Z (mm)  ,URES (mm)
78084  ,107.363  ,42.2872  ,-66.3857  ,2.44826e-01
74799  ,107.134  ,41.9611  ,-68.7964  ,2.44823e-01
25944  ,107.358  ,41.5056  ,-69.2381  ,2.44809e-01
80841  ,107.568  ,41.1573  ,-69.0289  ,2.44803e-01
83222  ,107.347  ,41.9003  ,-67.3855  ,2.44802e-01
50924  ,107.642  ,41.1478  ,-68.1545  ,2.44773e-01
80831  ,106.867  ,42.2872  ,-69.3766  ,2.44740e-01
47982  ,106.857  ,42.2872  ,-69.896  ,2.44736e-01
85769  ,107.719  ,40.7543  ,-70.4647  ,2.44703e-01
72284  ,107.842  ,41.7242  ,-65.5488  ,2.44700e-01
46147  ,107.281  ,41.7243  ,-71.9597  ,2.44694e-01
77337  ,108.013  ,40.7514  ,-67.0739  ,2.44693e-01
1112  ,106.881  ,42.2872  ,-68.6947  ,2.44692e-01
31393  ,106.962  ,42.2872  ,-67.9595  ,2.44686e-01
47984  ,107.088  ,41.8157  ,-69.7087  ,2.44675e-01
77344  ,107.069  ,42.0396  ,-68.1398  ,2.44672e-01
31394  ,107.045  ,42.2872  ,-67.3784  ,2.44663e-01
25943  ,107.003  ,41.9611  ,-69.1474  ,2.44642e-01
3286  ,107.983  ,40.2872  ,-68.7674  ,2.44612e-01
33409  ,107.089  ,41.7543  ,-70.5804  ,2.44592e-01
81488  ,107.158  ,41.7136  ,-68.5507  ,2.44588e-01
81499  ,107.368  ,41.3653  ,-68.3414  ,2.44568e-01
87383  ,107.906  ,40.2872  ,-69.4429  ,2.44558e-01
50922  ,108.022  ,40.2872  ,-68.1006  ,2.44554e-01
77279  ,107.408  ,41.7514  ,-66.7908  ,2.44552e-01
25976  ,107.32  ,41.2828  ,-70.3931  ,2.44545e-01
46154  ,107.417  ,41.1915  ,-71.5632  ,2.44490e-01
76743  ,107.905  ,41.1884  ,-65.9516  ,2.44484e-01
80433  ,107.352  ,41.4353  ,-67.7302  ,2.44465e-01
83215  ,106.722  ,42.2872  ,-69.0015  ,2.44461e-01
77343  ,106.77  ,42.2872  ,-68.3614  ,2.44448e-01
3287  ,107.793  ,40.2872  ,-70.1133  ,2.44392e-01
3285  ,108.025  ,40.2872  ,-67.4327  ,2.44386e-01
74800  ,106.859  ,41.9611  ,-68.7723  ,2.44355e-01
46153  ,107.532  ,40.7543  ,-71.1888  ,2.44325e-01
76733  ,107.954  ,40.7514  ,-66.3398  ,2.44318e-01
50925  ,107.62  ,40.6128  ,-68.5995  ,2.44313e-01
31397  ,106.97  ,41.9003  ,-67.7369  ,2.44272e-01
81501  ,107.078  ,41.6528  ,-67.9171  ,2.44265e-01
23618  ,106.98  ,41.7091  ,-71.4388  ,2.44252e-01
86179  ,107.399  ,40.8157  ,-70.0429  ,2.44247e-01
86791  ,106.605  ,42.2872  ,-68.6706  ,2.44220e-01
6179  ,106.564  ,42.2872  ,-69.3083  ,2.44216e-01
50923  ,107.642  ,40.6128  ,-67.9321  ,2.44214e-01
47978  ,106.554  ,42.2872  ,-69.8277  ,2.44213e-01
1642  ,106.66  ,42.2872  ,-68.0282  ,2.44189e-01
77278  ,107.333  ,41.3645  ,-67.1493  ,2.44188e-01
72281  ,107.182  ,42.2872  ,-65.6896  ,2.44187e-01
23617  ,106.643  ,42.2872  ,-71.61  ,2.44179e-01
1107  ,107.589  ,42.2872  ,-64.4167  ,2.44175e-01
6175  ,106.543  ,42.2872  ,-70.347  ,2.44174e-01
31392  ,106.743  ,42.2872  ,-67.4471  ,2.44171e-01
5938  ,106.835  ,42.2872  ,-73.031  ,2.44167e-01
47969  ,106.784  ,41.8157  ,-69.6404  ,2.44160e-01
47977  ,106.774  ,41.8157  ,-70.1598  ,2.44136e-01
47971  ,106.7  ,41.9611  ,-69.0792  ,2.44123e-01
81489  ,106.748  ,41.9611  ,-68.4391  ,2.44116e-01
1640  ,106.827  ,42.2872  ,-66.866  ,2.44109e-01
10839  ,107.005  ,41.3443  ,-69.9725  ,2.44089e-01
85767  ,107.627  ,40.2872  ,-70.8424  ,2.44080e-01
80385  ,107.988  ,40.2872  ,-66.6972  ,2.44077e-01
47970  ,106.921  ,41.4897  ,-69.4112  ,2.44075e-01
66581  ,107.688  ,41.7242  ,-64.8039  ,2.44034e-01
40749  ,107  ,41.7243  ,-72.6668  ,2.44028e-01
10836  ,106.837  ,41.6351  ,-68.85  ,2.44021e-01
81500  ,107.047  ,41.2868  ,-68.6407  ,2.44017e-01
33410  ,107.098  ,41.1762  ,-71.0365  ,2.44010e-01
85174  ,107.248  ,40.8316  ,-69.4481  ,2.44004e-01
12902  ,107.258  ,40.9385  ,-68.4315  ,2.44003e-01
84446  ,106.447  ,42.2872  ,-68.9774  ,2.43989e-01
86790  ,106.495  ,42.2872  ,-68.3374  ,2.43976e-01
60731  ,107.351  ,40.9003  ,-67.5078  ,2.43899e-01
84447  ,106.51  ,42.0928  ,-68.7024  ,2.43881e-01
7063  ,107.774  ,41.1612  ,-65.194  ,2.43863e-01
7067  ,107.153  ,41.1615  ,-72.2976  ,2.43857e-01
31396  ,106.668  ,41.9003  ,-67.8055  ,2.43784e-01
77334  ,107.847  ,40.7242  ,-65.5785  ,2.43769e-01
76744  ,107.114  ,41.7875  ,-66.0406  ,2.43769e-01
46148  ,107.291  ,40.7243  ,-71.931  ,2.43764e-01
1113  ,106.33  ,42.2872  ,-68.6465  ,2.43749e-01
31395  ,106.751  ,41.9003  ,-67.2244  ,2.43748e-01
75518  ,106.282  ,42.2872  ,-69.3081  ,2.43734e-01
83301  ,106.387  ,42.2872  ,-68.0358  ,2.43729e-01
75501  ,106.756  ,41.5743  ,-68.2164  ,2.43727e-01
29503  ,106.272  ,42.2872  ,-69.8275  ,2.43726e-01
60733  ,106.967  ,41.226  ,-68.0072  ,2.43706e-01
75519  ,106.352  ,42.0928  ,-69.0093  ,2.43650e-01
3284  ,107.907  ,40.2872  ,-65.9651  ,2.43643e-01
83754  ,106.4  ,42.0928  ,-68.3692  ,2.43640e-01
3288  ,107.418  ,40.2872  ,-71.5604  ,2.43640e-01
23619  ,106.552  ,41.7091  ,-70.8032  ,2.43604e-01
46143  ,106.783  ,41.2377  ,-70.6159  ,2.43582e-01
85907  ,107.3  ,40.2872  ,-69.0186  ,2.43555e-01
85182  ,107.351  ,40.2872  ,-68.4282  ,2.43554e-01
75506  ,106.488  ,41.7668  ,-68.7801  ,2.43553e-01
23616  ,106.215  ,42.2872  ,-70.9744  ,2.43532e-01
76737  ,107.159  ,41.2517  ,-66.4458  ,2.43528e-01
72798  ,106.223  ,42.2872  ,-68.345  ,2.43516e-01
72280  ,107.028  ,42.2872  ,-64.9453  ,2.43513e-01
33420  ,106.362  ,42.2872  ,-72.3164  ,2.43510e-01
84445  ,106.165  ,42.2872  ,-68.9772  ,2.43509e-01
79510  ,106.646  ,42.2872  ,-66.1699  ,2.43503e-01
83300  ,106.283  ,42.2872  ,-67.7081  ,2.43469e-01
47979  ,106.979  ,40.7543  ,-70.68  ,2.43458e-01
76734  ,107.32  ,40.7514  ,-66.7476  ,2.43452e-01
40762  ,106.857  ,41.1463  ,-71.7784  ,2.43446e-01
87382  ,107.206  ,40.2872  ,-69.6916  ,2.43444e-01
60729  ,107.373  ,40.2872  ,-67.7608  ,2.43442e-01
80391  ,106.367  ,42.2872  ,-67.1269  ,2.43424e-01
72800  ,106.235  ,42.0928  ,-68.6784  ,2.43414e-01
11545  ,106.676  ,41.5134  ,-67.5829  ,2.43380e-01
72283  ,107.12  ,41.7242  ,-65.3339  ,2.43362e-01
40750  ,106.52  ,41.7243  ,-71.9497  ,2.43358e-01
47972  ,106.291  ,41.8292  ,-69.6104  ,2.43338e-01
46150  ,106.99  ,40.7091  ,-71.4098  ,2.43338e-01
83302  ,106.395  ,41.9003  ,-67.8131  ,2.43331e-01
88535  ,107.367  ,42.2872  ,-63.689  ,2.43323e-01
65391  ,106.49  ,42.2872  ,-73.7091  ,2.43314e-01
29506  ,106.281  ,41.8292  ,-70.1297  ,2.43309e-01
47974  ,106.811  ,40.8157  ,-69.6212  ,2.43283e-01
72799  ,106.055  ,42.2872  ,-68.6225  ,2.43280e-01
46146  ,106.511  ,41.3578  ,-69.9425  ,2.43277e-01
1894  ,106.115  ,42.2872  ,-68.0434  ,2.43270e-01
47973  ,106.427  ,41.5031  ,-69.3812  ,2.43263e-01
75504  ,106.408  ,41.706  ,-68.1466  ,2.43256e-01
6296  ,106  ,42.2872  ,-69.3079  ,2.43253e-01
75499  ,106.778  ,40.9611  ,-68.4695  ,2.43252e-01
85181  ,106.938  ,40.6128  ,-68.8507  ,2.43252e-01
74797  ,106.727  ,40.9611  ,-69.0599  ,2.43246e-01
66583  ,107.486  ,41.7236  ,-64.0582  ,2.43240e-01
60732  ,106.989  ,40.6128  ,-68.2602  ,2.43240e-01
28725  ,106.67  ,41.7245  ,-73.3688  ,2.43229e-01
75500  ,106.481  ,41.4128  ,-68.7471  ,2.43215e-01
85768  ,107.058  ,40.2872  ,-70.3298  ,2.43192e-01
77336  ,107.338  ,40.2872  ,-67.1061  ,2.43190e-01
72801  ,106.127  ,42.0928  ,-68.3768  ,2.43184e-01
50908  ,106.07  ,42.0928  ,-69.0091  ,2.43174e-01
66582  ,107.596  ,41.1606  ,-64.4422  ,2.43139e-01
65404  ,106.845  ,41.1617  ,-73.0097  ,2.43129e-01
73863  ,107.694  ,40.7242  ,-64.831  ,2.43125e-01
40754  ,107.011  ,40.7243  ,-72.6411  ,2.43119e-01
29505  ,105.933  ,42.2872  ,-70.2852  ,2.43118e-01
59554  ,106.578  ,41.7875  ,-66.5209  ,2.43083e-01
11069  ,106.14  ,41.8985  ,-68.7102  ,2.43083e-01
77333  ,107.778  ,40.2872  ,-65.2132  ,2.43068e-01
80392  ,106.291  ,41.9003  ,-67.4854  ,2.43064e-01
48018  ,107.16  ,40.2872  ,-72.2788  ,2.43062e-01
31398  ,105.948  ,42.2872  ,-68.3209  ,2.43047e-01
50907  ,105.89  ,42.2872  ,-68.9531  ,2.43040e-01
46142  ,106.664  ,40.8157  ,-70.2594  ,2.43026e-01
10487  ,106.562  ,41.131  ,-71.2593  ,2.43022e-01
31405  ,106.011  ,42.2872  ,-67.7157  ,2.43011e-01
28726  ,106.433  ,41.7235  ,-72.8073  ,2.42975e-01
76717  ,107.052  ,41.2245  ,-65.6849  ,2.42971e-01
27664  ,105.96  ,42.0928  ,-68.6543  ,2.42949e-01
59551  ,106.203  ,42.2872  ,-66.6226  ,2.42948e-01
23620  ,106.225  ,41.7091  ,-71.4305  ,2.42935e-01
60730  ,106.698  ,40.9003  ,-67.8359  ,2.42934e-01
75502  ,106.401  ,41.352  ,-68.1136  ,2.42919e-01
76736  ,107.118  ,40.7875  ,-66.0705  ,2.42871e-01
29507  ,106.009  ,41.8292  ,-69.6102  ,2.42862e-01
40751  ,106.591  ,41.1607  ,-72.4406  ,2.42841e-01
1501  ,106.466  ,42.2872  ,-65.4739  ,2.42839e-01
5991  ,105.888  ,42.2872  ,-71.6018  ,2.42833e-01
76735  ,107.279  ,40.2872  ,-66.3723  ,2.42815e-01
65399  ,106.87  ,40.2872  ,-71.0533  ,2.42812e-01
1114  ,105.78  ,42.2872  ,-68.5984  ,2.42812e-01
75507  ,106.079  ,41.6349  ,-69.3113  ,2.42799e-01
31399  ,105.836  ,42.2872  ,-68.0072  ,2.42793e-01
66584  ,107.01  ,41.7748  ,-64.5841  ,2.42792e-01
28723  ,106.076  ,42.2872  ,-73.0163  ,2.42785e-01
72286  ,106.843  ,42.2872  ,-64.2707  ,2.42783e-01
50906  ,105.725  ,42.2872  ,-69.2515  ,2.42781e-01
25978  ,106.29  ,41.2511  ,-70.5859  ,2.42764e-01
74418  ,106.503  ,41.4006  ,-66.8794  ,2.42755e-01
74417  ,106.133  ,41.5445  ,-68.6773  ,2.42750e-01
2075  ,105.906  ,42.2872  ,-67.3879  ,2.42736e-01
27666  ,105.795  ,42.0928  ,-68.9526  ,2.42705e-01
25979  ,105.953  ,41.8292  ,-70.7571  ,2.42686e-01
72536  ,106.663  ,40.9003  ,-67.1812  ,2.42681e-01
29504  ,105.661  ,42.2872  ,-69.7656  ,2.42679e-01
59553  ,106.213  ,41.8484  ,-66.8767  ,2.42674e-01
66585  ,107.102  ,41.2118  ,-64.9728  ,2.42663e-01
27667  ,105.669  ,42.2872  ,-68.2847  ,2.42572e-01
27663  ,105.615  ,42.2872  ,-68.8967  ,2.42569e-01
31406  ,105.732  ,42.2872  ,-67.6795  ,2.42532e-01
85180  ,106.669  ,40.2872  ,-68.6794  ,2.42515e-01
75503  ,106.09  ,41.6064  ,-67.6403  ,2.42514e-01
46144  ,106.442  ,40.7091  ,-70.9028  ,2.42498e-01
3421  ,106.72  ,40.2872  ,-68.089  ,2.42491e-01
3422  ,106.618  ,40.2872  ,-69.2699  ,2.42491e-01
47976  ,106.318  ,40.8292  ,-69.5912  ,2.42491e-01
75508  ,106.072  ,41.2809  ,-69.2784  ,2.42474e-01
33411  ,105.605  ,42.2872  ,-70.9125  ,2.42467e-01
72552  ,106.423  ,40.7389  ,-68.3666  ,2.42467e-01
10840  ,106.018  ,41.3712  ,-69.9124  ,2.42466e-01
76097  ,106.372  ,40.7389  ,-68.9571  ,2.42466e-01
77277  ,106.398  ,41.7875  ,-65.8249  ,2.42453e-01
31400  ,105.809  ,41.9933  ,-67.8705  ,2.42453e-01
40760  ,106.296  ,41.1454  ,-71.9214  ,2.42443e-01
73864  ,107.115  ,40.7242  ,-65.3202  ,2.42434e-01
40753  ,106.525  ,40.7243  ,-72.0589  ,2.42429e-01
11070  ,106.125  ,41.1906  ,-68.6443  ,2.42423e-01
75497  ,105.822  ,41.799  ,-68.2039  ,2.42381e-01
3283  ,107.604  ,40.2872  ,-64.4705  ,2.42374e-01
1106  ,107.101  ,42.2872  ,-62.9761  ,2.42371e-01
3289  ,106.859  ,40.2872  ,-72.9802  ,2.42367e-01
5939  ,106.104  ,42.2872  ,-74.3649  ,2.42360e-01
59539  ,107.494  ,40.7236  ,-64.0848  ,2.42354e-01
76756  ,107.181  ,40.2872  ,-65.7058  ,2.42352e-01
54567  ,107.242  ,41.7236  ,-63.3374  ,2.42351e-01
46149  ,106.658  ,40.2872  ,-71.6903  ,2.42348e-01
77345  ,105.505  ,42.2872  ,-68.5743  ,2.42346e-01
65405  ,106.682  ,40.7245  ,-73.3438  ,2.42343e-01
72539  ,106.138  ,41.4615  ,-67.2352  ,2.42339e-01
28758  ,106.304  ,41.7245  ,-74.0361  ,2.42338e-01
33422  ,105.959  ,41.7235  ,-72.0927  ,2.42328e-01
1643  ,105.558  ,42.2872  ,-67.971  ,2.42317e-01
56759  ,106.023  ,42.2872  ,-65.9265  ,2.42315e-01
6180  ,105.449  ,42.2872  ,-69.1951  ,2.42312e-01
7062  ,107.372  ,41.16  ,-63.7029  ,2.42303e-01
73861  ,105.616  ,41.931  ,-69.3897  ,2.42289e-01
7068  ,106.494  ,41.1619  ,-73.7014  ,2.42288e-01
86803  ,105.743  ,42.2872  ,-66.8836  ,2.42277e-01
29508  ,105.67  ,41.8292  ,-70.0679  ,2.42274e-01
72537  ,106.128  ,41.2463  ,-67.6591  ,2.42268e-01
72533  ,106.685  ,40.2872  ,-67.4343  ,2.42264e-01
47975  ,106.47  ,40.2872  ,-69.9081  ,2.42263e-01
27668  ,105.642  ,41.9933  ,-68.148  ,2.42240e-01
46145  ,106.17  ,40.8292  ,-70.2294  ,2.42227e-01
74415  ,105.687  ,41.7367  ,-69.0908  ,2.42224e-01
27665  ,105.621  ,41.8953  ,-68.6655  ,2.42210e-01
73859  ,105.386  ,42.2872  ,-69.7092  ,2.42209e-01
31407  ,105.705  ,41.9933  ,-67.5428  ,2.42188e-01
55475  ,106.448  ,41.7748  ,-65.1127  ,2.42141e-01
33421  ,105.602  ,42.2872  ,-72.3016  ,2.42138e-01
55473  ,106.282  ,42.2872  ,-64.7993  ,2.42131e-01
86808  ,105.394  ,42.2872  ,-68.2606  ,2.42106e-01
65388  ,105.34  ,42.2872  ,-68.8727  ,2.42104e-01
40755  ,106.445  ,40.7235  ,-72.7819  ,2.42096e-01
27662  ,105.441  ,42.0896  ,-68.6096  ,2.42072e-01
13167  ,106.33  ,41.2877  ,-66.1759  ,2.42068e-01
6176  ,105.322  ,42.2872  ,-70.2233  ,2.42067e-01
27670  ,105.814  ,41.445  ,-68.171  ,2.42056e-01
28728  ,106.262  ,41.1609  ,-73.1425  ,2.42056e-01
25981  ,105.955  ,41.2087  ,-71.262  ,2.42054e-01
76727  ,106.49  ,40.7875  ,-66.4777  ,2.42030e-01
40758  ,106.23  ,40.7091  ,-71.5397  ,2.42028e-01
80393  ,105.753  ,41.8484  ,-67.1377  ,2.42007e-01
27659  ,105.531  ,41.9933  ,-67.8343  ,2.41982e-01
3418  ,106.65  ,40.2872  ,-66.7795  ,2.41980e-01
3423  ,106.323  ,40.2872  ,-70.5463  ,2.41979e-01
25980  ,105.618  ,41.7868  ,-71.4333  ,2.41943e-01
59555  ,105.954  ,41.7875  ,-66.2775  ,2.41929e-01
72285  ,107.017  ,40.7748  ,-64.611  ,2.41919e-01
75515  ,105.625  ,41.473  ,-69.692  ,2.41909e-01
74416  ,105.679  ,41.3827  ,-69.0579  ,2.41906e-01
27669  ,105.613  ,41.5413  ,-68.6326  ,2.41890e-01
39302  ,105.71  ,42.2872  ,-73.6832  ,2.41883e-01
72787  ,106.599  ,42.2872  ,-63.5504  ,2.41882e-01
1115  ,105.23  ,42.2872  ,-68.5503  ,2.41882e-01
54575  ,106.901  ,41.2112  ,-64.2272  ,2.41879e-01
59531  ,106.735  ,41.7236  ,-63.9138  ,2.41852e-01
27657  ,105.283  ,42.2872  ,-67.947  ,2.41852e-01
28724  ,105.905  ,41.7245  ,-73.3515  ,2.41851e-01
27653  ,105.176  ,42.2872  ,-69.1623  ,2.41849e-01
72534  ,106.15  ,40.6332  ,-67.9121  ,2.41847e-01
27658  ,105.33  ,42.0896  ,-68.2959  ,2.41836e-01
27651  ,105.275  ,42.0896  ,-68.9079  ,2.41830e-01
27654  ,105.341  ,41.931  ,-69.3333  ,2.41827e-01
27672  ,105.853  ,41.0849  ,-68.1898  ,2.41816e-01
11231  ,106.03  ,41.1599  ,-72.5836  ,2.41814e-01
25982  ,105.683  ,41.3288  ,-70.5886  ,2.41808e-01
1898  ,105.579  ,42.2872  ,-66.3792  ,2.41781e-01
76716  ,106.38  ,41.2751  ,-65.4637  ,2.41778e-01
78289  ,105.112  ,42.2872  ,-69.6764  ,2.41744e-01
86163  ,105.355  ,42.2872  ,-67.1919  ,2.41743e-01
73860  ,105.278  ,41.931  ,-69.8474  ,2.41712e-01
73865  ,107.029  ,40.2872  ,-64.9585  ,2.41711e-01
40752  ,106.379  ,40.2872  ,-72.4002  ,2.41705e-01
59556  ,105.965  ,41.3487  ,-66.5317  ,2.41682e-01
11068  ,105.503  ,41.6994  ,-67.6977  ,2.41650e-01
86823  ,105.119  ,42.2872  ,-68.2366  ,2.41643e-01
61632  ,105.066  ,42.2872  ,-68.8399  ,2.41643e-01
72538  ,106.125  ,40.8484  ,-66.8335  ,2.41641e-01
28727  ,105.673  ,41.7235  ,-72.7925  ,2.41612e-01
61633  ,105.166  ,42.0896  ,-68.5855  ,2.41612e-01
72535  ,106.115  ,40.6332  ,-67.2574  ,2.41600e-01
76073  ,105.515  ,41.3478  ,-70.0877  ,2.41598e-01
33417  ,105.188  ,42.2872  ,-71.5606  ,2.41592e-01
33412  ,105.335  ,41.7868  ,-70.7441  ,2.41585e-01
59536  ,107.384  ,40.2872  ,-63.7391  ,2.41570e-01
85770  ,106.516  ,40.2872  ,-73.6623  ,2.41560e-01
76715  ,106.392  ,40.7875  ,-65.8112  ,2.41558e-01
87767  ,105.181  ,42.2872  ,-67.4834  ,2.41552e-01
74801  ,105.835  ,40.7868  ,-70.9055  ,2.41551e-01
56760  ,105.91  ,41.773  ,-65.6752  ,2.41537e-01
76755  ,106.553  ,40.2872  ,-66.113  ,2.41537e-01
65398  ,106.11  ,40.2872  ,-71.1833  ,2.41534e-01
59552  ,105.59  ,41.8484  ,-66.6333  ,2.41534e-01
27660  ,105.256  ,41.9933  ,-67.8103  ,2.41522e-01
27661  ,105.302  ,41.7957  ,-68.1592  ,2.41515e-01
59538  ,107.251  ,40.7236  ,-63.3609  ,2.41489e-01
28757  ,106.113  ,41.2858  ,-74.3503  ,2.41482e-01
72559  ,105.552  ,41.5545  ,-67.2926  ,2.41480e-01
39316  ,106.317  ,40.7245  ,-74.0144  ,2.41476e-01
28747  ,105.904  ,41.8484  ,-74.673  ,2.41475e-01
40759  ,105.689  ,41.2231  ,-71.9242  ,2.41454e-01
13028  ,106.43  ,41.2624  ,-64.7515  ,2.41445e-01
55472  ,105.713  ,42.2872  ,-65.2862  ,2.41433e-01
40756  ,105.964  ,40.7235  ,-72.2019  ,2.41425e-01
61630  ,104.955  ,42.2872  ,-68.5262  ,2.41420e-01
54561  ,106.264  ,41.7748  ,-64.4381  ,2.41419e-01
33418  ,105.397  ,41.785  ,-71.9668  ,2.41418e-01
27673  ,105.541  ,41.3393  ,-67.7165  ,2.41415e-01
5990  ,105.316  ,42.2872  ,-73.0015  ,2.41393e-01
1892  ,105.008  ,42.2872  ,-67.9229  ,2.41389e-01
6452  ,104.902  ,42.2872  ,-69.1295  ,2.41388e-01
55735  ,105.167  ,41.8058  ,-70.2431  ,2.41385e-01
1500  ,106.098  ,42.2872  ,-64.1247  ,2.41382e-01
27649  ,105.055  ,42.0896  ,-68.2719  ,2.41377e-01
54568  ,107.105  ,41.16  ,-62.9875  ,2.41377e-01
27652  ,105.002  ,42.0896  ,-68.8752  ,2.41372e-01
83216  ,105.923  ,40.2872  ,-68.9124  ,2.41372e-01
72551  ,105.974  ,40.2872  ,-68.3219  ,2.41372e-01
27656  ,105.068  ,41.931  ,-69.3005  ,2.41371e-01
54569  ,106.954  ,41.7236  ,-62.6306  ,2.41366e-01
80836  ,105.668  ,40.8058  ,-70.4046  ,2.41361e-01
27655  ,105.167  ,41.7334  ,-69.0461  ,2.41361e-01
11067  ,105.233  ,41.5748  ,-69.4715  ,2.41349e-01
11066  ,105.101  ,41.8921  ,-68.6208  ,2.41345e-01
88643  ,106.792  ,42.2872  ,-62.2807  ,2.41331e-01
72553  ,105.677  ,40.7389  ,-68.5996  ,2.41319e-01
32995  ,105.679  ,42.2872  ,-74.996  ,2.41318e-01
