18:34, Sunday, February 15, 2026
Study name:Static 1
Units: N/m^2
Selected reference : N/A
Node  ,X (mm)  ,Y (mm)  ,Z (mm)  ,VON (N/m^2)
22811  ,95.8805  ,41.0415  ,-72.6891  ,1.34587e+08
88438  ,98.0037  ,40.7925  ,-63.3572  ,1.34572e+08
969  ,98.0547  ,41.0922  ,-63.3867  ,1.34552e+08
47243  ,97.2718  ,41.3847  ,-72.3877  ,1.34533e+08
36312  ,97.9489  ,40.6382  ,-63.3265  ,1.34531e+08
34367  ,97.0126  ,40.3847  ,-72.4761  ,1.34508e+08
44972  ,97.8551  ,40.3847  ,-63.2758  ,1.34500e+08
954  ,96.7044  ,41.0922  ,-62.8418  ,1.34465e+08
88358  ,97.7506  ,42.2872  ,-63.2225  ,1.34450e+08
25108  ,97.2718  ,41.1897  ,-72.3877  ,1.34434e+08
25590  ,96.1599  ,42.2872  ,-72.6614  ,1.34434e+08
79338  ,96.7044  ,41.2872  ,-62.8418  ,1.34424e+08
45905  ,97.9657  ,41.94  ,-63.3358  ,1.34404e+08
83802  ,97.7329  ,40.2872  ,-63.2137  ,1.34396e+08
54371  ,96.1659  ,40.2872  ,-72.6607  ,1.34394e+08
71615  ,97.8735  ,42.1898  ,-63.2856  ,1.34394e+08
77445  ,98.0164  ,41.7916  ,-63.3645  ,1.34378e+08
7094  ,98.0547  ,41.4822  ,-63.3867  ,1.34373e+08
895  ,96.8811  ,40.4822  ,-62.888  ,1.34368e+08
31865  ,96.925  ,40.3847  ,-62.9005  ,1.34355e+08
5980  ,96.9556  ,42.2872  ,-72.4935  ,1.34261e+08
67800  ,95.8374  ,41.4363  ,-72.6919  ,1.34217e+08
22796  ,95.9197  ,40.684  ,-72.6861  ,1.34216e+08
7160  ,97.9141  ,42.0925  ,-63.3074  ,1.34174e+08
37603  ,97.1276  ,42.0906  ,-72.4388  ,1.34165e+08
880  ,96.9689  ,40.2872  ,-72.4895  ,1.34159e+08
22800  ,95.8381  ,41.1376  ,-72.6919  ,1.34149e+08
86755  ,96.0255  ,40.3821  ,-72.6767  ,1.34131e+08
7086  ,96.7044  ,41.4822  ,-62.8418  ,1.34118e+08
16456  ,97.1428  ,40.4822  ,-72.4337  ,1.34117e+08
16457  ,97.1954  ,40.6329  ,-72.4154  ,1.34117e+08
1055  ,95.9756  ,40.477  ,-72.6814  ,1.34117e+08
46290  ,97.1927  ,41.9358  ,-72.4163  ,1.34094e+08
1132  ,96.9809  ,42.2872  ,-62.9171  ,1.34094e+08
810  ,96.9688  ,40.2872  ,-62.9135  ,1.34076e+08
21108  ,96.0219  ,42.1911  ,-72.6771  ,1.34050e+08
1137  ,97.8328  ,42.2872  ,-63.2642  ,1.34037e+08
7130  ,95.9737  ,42.0949  ,-72.6816  ,1.34003e+08
21114  ,95.9198  ,41.8857  ,-72.6861  ,1.33995e+08
32865  ,98.094  ,41.1897  ,-63.4099  ,1.33941e+08
35926  ,97.0995  ,40.3847  ,-72.4482  ,1.33927e+08
84789  ,97.2812  ,40.9379  ,-72.3842  ,1.33917e+08
84720  ,97.2866  ,41.6322  ,-72.3821  ,1.33911e+08
28990  ,96.7736  ,41.9421  ,-62.859  ,1.33892e+08
793  ,97.3145  ,41.2872  ,-72.3716  ,1.33874e+08
28279  ,96.66  ,41.1897  ,-62.8312  ,1.33839e+08
25691  ,98.094  ,41.3847  ,-63.4099  ,1.33821e+08
16486  ,96.7647  ,40.6364  ,-62.8568  ,1.33766e+08
815  ,97.8145  ,40.2872  ,-63.2548  ,1.33763e+08
23378  ,96.8037  ,42.0925  ,-62.8669  ,1.33757e+08
46289  ,97.0851  ,42.1895  ,-72.453  ,1.33742e+08
885  ,96.0753  ,40.2872  ,-72.6715  ,1.33716e+08
5985  ,96.07  ,42.2872  ,-72.6721  ,1.33693e+08
22802  ,95.8022  ,41.2872  ,-72.694  ,1.33625e+08
28242  ,96.66  ,41.3847  ,-62.8312  ,1.33578e+08
85410  ,97.3145  ,41.0922  ,-72.3716  ,1.33543e+08
23385  ,96.8482  ,42.1898  ,-62.8788  ,1.33522e+08
59855  ,96.793  ,40.4822  ,-62.8641  ,1.33518e+08
65859  ,97.042  ,42.2872  ,-72.4669  ,1.33517e+08
51366  ,98.1145  ,41.6389  ,-63.4223  ,1.33514e+08
86759  ,97.9754  ,40.4822  ,-63.3412  ,1.33469e+08
47244  ,97.3145  ,41.4822  ,-72.3716  ,1.33438e+08
59932  ,98.1086  ,40.9414  ,-63.4187  ,1.33389e+08
7226  ,97.2127  ,42.0893  ,-72.4092  ,1.33365e+08
83101  ,97.0561  ,40.2872  ,-72.4624  ,1.33361e+08
732  ,98.133  ,41.2872  ,-63.4335  ,1.33342e+08
28983  ,96.8925  ,42.2872  ,-62.8912  ,1.33315e+08
59854  ,96.8371  ,40.3847  ,-62.8758  ,1.33303e+08
88544  ,97.9947  ,42.0925  ,-63.3521  ,1.33295e+08
74052  ,97.9355  ,40.3847  ,-63.3191  ,1.33221e+08
935  ,95.7829  ,40.988  ,-72.695  ,1.33208e+08
83646  ,95.8786  ,40.5311  ,-72.6892  ,1.33199e+08
71500  ,96.8811  ,40.2872  ,-62.888  ,1.33196e+08
55532  ,97.2781  ,41.937  ,-72.3853  ,1.33170e+08
7126  ,95.7815  ,41.5854  ,-72.6951  ,1.33140e+08
32866  ,98.133  ,41.0922  ,-63.4335  ,1.33138e+08
47245  ,97.3571  ,41.3847  ,-72.3551  ,1.33112e+08
46288  ,97.1704  ,42.1882  ,-72.4241  ,1.33088e+08
28278  ,96.6155  ,41.0922  ,-62.8211  ,1.33059e+08
22801  ,95.7469  ,41.1376  ,-72.6967  ,1.33029e+08
1047  ,97.229  ,40.4822  ,-72.4034  ,1.33019e+08
