
Study name: Static 1(-Default-)
Plot type: Static nodal stress Stress1
18:35, Sunday, February 15, 2026


X Title: Node
Y Title: von Mises (N/m^2)

Point, X, Y1 (von Mises (N/m^2))
196, 195,2.3531E+07  ,
197, 196,2.4268E+07  ,
198, 197,2.6079E+07  ,
199, 198,2.8978E+07  ,
200, 199,3.3225E+07  ,
201, 200,3.744E+07   ,
202, 201,4.1566E+07  ,
203, 202,4.5436E+07  ,
204, 203,5.0715E+07  ,
205, 204,1.269E+07   ,
206, 205,1.8978E+07  ,
207, 206,4.8106E+07  ,
208, 207,1.9005E+07  ,
209, 208,1.9054E+07  ,
210, 209,2.0338E+07  ,
211, 210,1.9037E+07  ,
212, 211,3.1013E+07  ,
213, 212,1.8085E+07  ,
214, 213,1.9572E+07  ,
215, 214,3.9775E+07  ,
216, 215,2.0184E+07  ,
217, 216,1.7258E+07  ,
218, 217,1.8177E+07  ,
219, 218,1.8979E+07  ,
220, 219,4.8392E+07  ,
221, 220,7.4895E+06  ,
222, 221,3.0939E+07  ,
223, 222,1.8972E+07  ,
224, 223,1.9013E+07  ,
225, 224,1.3293E+07  ,
226, 225,3.117E+07   ,
227, 226,3.0877E+07  ,
228, 227,1.8575E+07  ,
229, 228,1.901E+07   ,
230, 229,1.9011E+07  ,
231, 230,2.5795E+07  ,
232, 231,2.4265E+07  ,
233, 232,4.2615E+07  ,
234, 233,3.3574E+07  ,
235, 234,1.9035E+07  ,
236, 235,2.3387E+07  ,
237, 236,1.7419E+07  ,
238, 237,1.7571E+07  ,
239, 238,1.0579E+07  ,
240, 239,3.5346E+07  ,
241, 240,3.985E+07   ,
242, 241,3.9987E+07  ,
243, 242,3.6781E+07  ,
244, 243,1.9037E+07  ,
245, 244,1.8993E+07  ,
246, 245,1.8982E+07  ,
247, 246,8.37E+06    ,
248, 247,2.0035E+07  ,
249, 248,1.7859E+07  ,
250, 249,8.8898E+06  ,
251, 250,7.2511E+06  ,
252, 251,2.0706E+07  ,
253, 252,1.9022E+07  ,
254, 253,1.3096E+07  ,
255, 254,1.4849E+07  ,
256, 255,1.4191E+07  ,
257, 256,1.9007E+07  ,
258, 257,1.9027E+07  ,
259, 258,1.8948E+07  ,
260, 259,1.4537E+07  ,
261, 260,3.0746E+07  ,
262, 261,1.8634E+07  ,
263, 262,1.8364E+07  ,
264, 263,1.9047E+07  ,
265, 264,4.2386E+07  ,
266, 265,2.3803E+07  ,
267, 266,1.8836E+07  ,
268, 267,1.896E+07   ,
269, 268,2.2276E+07  ,
270, 269,2.3576E+07  ,
271, 270,9.9384E+06  ,
272, 271,1.9048E+07  ,
273, 272,2.9944E+07  ,
274, 273,1.045E+07   ,
275, 274,1.621E+07   ,
276, 275,1.5726E+07  ,
277, 276,5.461E+07   ,
278, 277,1.8972E+07  ,
279, 278,4.3951E+07  ,
280, 279,1.7962E+07  ,
281, 280,3.0548E+07  ,
282, 281,1.9284E+07  ,
283, 282,2.5028E+07  ,
284, 283,1.9073E+07  ,
285, 284,1.7076E+07  ,
286, 285,9.4166E+06  ,
287, 286,1.9021E+07  ,
288, 287,4.1731E+07  ,
289, 288,1.8852E+07  ,
290, 289,1.1853E+07  ,
291, 290,1.3847E+07  ,
292, 291,1.6666E+07  ,
293, 292,1.8893E+07  ,
294, 293,1.903E+07   ,
295, 294,4.8597E+07  ,
296, 295,2.4382E+07  ,
297, 296,3.8252E+07  ,
298, 297,1.544E+07   ,
299, 298,1.9026E+07  ,
300, 299,1.9412E+07  ,
301, 300,1.8976E+07  ,
302, 301,1.8969E+07  ,
303, 302,1.9035E+07  ,
304, 303,1.9047E+07  ,
305, 304,1.9354E+07  ,
306, 305,1.9016E+07  ,
307, 306,1.9022E+07  ,
308, 307,1.6882E+07  ,
309, 308,1.8994E+07  ,
310, 309,1.8261E+07  ,
311, 310,1.8969E+07  ,
312, 311,1.8937E+07  ,
313, 312,2.5506E+07  ,
314, 313,2.3021E+07  ,
315, 314,2.6113E+07  ,
316, 315,2.7945E+07  ,
317, 316,1.8962E+07  ,
318, 317,5.2718E+07  ,
319, 318,1.8987E+07  ,
320, 319,2.9226E+07  ,
321, 320,2.6827E+07  ,
322, 321,1.8977E+07  ,
