16:23, Wednesday, February 18, 2026
Study name:Static 2
Units: N/m^2
Selected reference : N/A
Node  ,X (mm)  ,Y (mm)  ,Z (mm)  ,VON (N/m^2)
64734  ,93.1885  ,46.2702  ,-99.1609  ,2.32463e+08
66766  ,94.1171  ,46.1007  ,-99.3526  ,2.32424e+08
22796  ,93.1517  ,46.2738  ,-99.0597  ,2.32417e+08
65712  ,95.1033  ,36.7815  ,-97.4312  ,2.32374e+08
26780  ,94.0819  ,36.4615  ,-99.2515  ,2.32367e+08
15195  ,94.14  ,36.4377  ,-97.5426  ,2.32336e+08
62899  ,94.4593  ,46.0403  ,-97.7238  ,2.32310e+08
823  ,94.465  ,46.0194  ,-98.3792  ,2.32279e+08
15171  ,94.1929  ,36.4491  ,-97.4494  ,2.32261e+08
55341  ,94.1172  ,36.4736  ,-99.3526  ,2.32212e+08
30307  ,94.4479  ,46.0194  ,-98.5737  ,2.32105e+08
13804  ,94.3919  ,46.0686  ,-97.4668  ,2.32085e+08
287  ,95.25  ,36.8643  ,-97.6397  ,2.32066e+08
21596  ,94.4863  ,46.0224  ,-98.0324  ,2.31924e+08
16841  ,95.2698  ,36.8818  ,-97.7899  ,2.31820e+08
32673  ,93.0751  ,46.282  ,-98.3565  ,2.31806e+08
55351  ,94.9658  ,36.7994  ,-99.4268  ,2.31793e+08
18958  ,93.0926  ,46.2819  ,-98.1612  ,2.31683e+08
46018  ,95.2179  ,36.843  ,-97.5391  ,2.31682e+08
13808  ,94.4271  ,46.055  ,-97.5677  ,2.31664e+08
64735  ,93.2237  ,46.2663  ,-99.2744  ,2.31660e+08
65593  ,95.2368  ,36.9118  ,-98.7992  ,2.31657e+08
391  ,95.2895  ,36.8995  ,-97.9401  ,2.31646e+08
66117  ,93.9227  ,36.4068  ,-98.5277  ,2.31617e+08
15170  ,94.2457  ,36.4609  ,-97.3562  ,2.31596e+08
970  ,94.3084  ,46.0481  ,-99.1734  ,2.31585e+08
38720  ,93.9567  ,36.4068  ,-98.1388  ,2.31571e+08
44361  ,93.0751  ,46.2809  ,-98.6083  ,2.31520e+08
66140  ,94.364  ,46.0338  ,-99.039  ,2.31508e+08
6160  ,93.2591  ,46.276  ,-97.4656  ,2.31357e+08
24369  ,94.3565  ,46.0819  ,-97.3659  ,2.31335e+08
65561  ,93.9311  ,36.4148  ,-98.8379  ,2.31331e+08
45323  ,95.3115  ,36.9269  ,-98.2573  ,2.31322e+08
80  ,95.2945  ,36.9269  ,-98.4518  ,2.31311e+08
60042  ,93.3133  ,46.2727  ,-97.3725  ,2.31281e+08
10192  ,95.2775  ,36.9269  ,-98.6463  ,2.31273e+08
4491  ,93.3675  ,46.269  ,-97.2794  ,2.31227e+08
38719  ,93.9774  ,36.4084  ,-97.9849  ,2.31212e+08
72  ,93.9397  ,36.4068  ,-98.3333  ,2.31204e+08
26781  ,93.9938  ,36.4384  ,-99.2438  ,2.31114e+08
55462  ,93.1513  ,46.2808  ,-97.762  ,2.31098e+08
61415  ,94.2565  ,46.0618  ,-99.2668  ,2.31070e+08
21573  ,94.5164  ,46.0044  ,-98.2859  ,2.31052e+08
30306  ,94.4994  ,46.0044  ,-98.4802  ,2.30902e+08
13972  ,94.4273  ,46.0171  ,-98.8857  ,2.30865e+08
142  ,95.1855  ,36.8221  ,-97.4384  ,2.30836e+08
755  ,94.2045  ,46.0752  ,-99.3602  ,2.30810e+08
831  ,93.0386  ,46.2838  ,-98.2544  ,2.30759e+08
1063  ,93.0387  ,46.282  ,-98.7579  ,2.30716e+08
441  ,94.0294  ,36.4497  ,-99.3449  ,2.30598e+08
43689  ,93.8828  ,36.4009  ,-98.679  ,2.30380e+08
633  ,95.1446  ,36.8829  ,-99.2465  ,2.30379e+08
36768  ,93.8868  ,36.3971  ,-98.4266  ,2.30345e+08
23355  ,93.0556  ,46.2838  ,-98.06  ,2.30289e+08
17312  ,93.9038  ,36.3971  ,-98.2321  ,2.30275e+08
27011  ,95.3402  ,36.9354  ,-98.1022  ,2.30157e+08
20511  ,93.0211  ,46.2838  ,-98.4498  ,2.30155e+08
620  ,93.9582  ,36.4274  ,-99.1427  ,2.30152e+08
43775  ,95.0959  ,36.8615  ,-99.3403  ,2.30069e+08
10  ,12.2472  ,8.78254  ,-90.1823  ,2.30065e+08
24052  ,93.049  ,46.2809  ,-98.911  ,2.29977e+08
36516  ,94.5508  ,45.9891  ,-98.3867  ,2.29967e+08
15  ,12.0729  ,8.78254  ,-92.1747  ,2.29963e+08
