
Study name: Static 1(-Default-)
Plot type: Static displacement Displacement1
18:52, Sunday, February 15, 2026
118, 117,1.3001      ,
119, 118,1.2924      ,
120, 119,1.2847      ,
121, 120,1.277       ,
122, 121,1.2694      ,
123, 122,1.2619      ,
124, 123,1.2544      ,
125, 124,1.2469      ,
126, 125,1.2395      ,
127, 126,1.2321      ,
128, 127,1.2248      ,
129, 128,1.2175      ,
130, 129,1.2103      ,
131, 130,1.2031      ,
132, 131,1.196       ,
133, 132,1.1889      ,
134, 133,1.1819      ,
135, 134,1.175       ,
136, 135,1.1681      ,
137, 136,1.1612      ,
138, 137,1.1544      ,
139, 138,1.1477      ,
140, 139,1.1411      ,
141, 140,1.1345      ,
142, 141,1.1279      ,
143, 142,1.1214      ,
144, 143,1.115       ,
145, 144,1.1087      ,
146, 145,1.1024      ,
147, 146,1.0962      ,
148, 147,1.0901      ,
149, 148,1.084       ,
150, 149,1.078       ,
151, 150,1.0721      ,
152, 151,1.0662      ,
153, 152,1.0605      ,
154, 153,1.0548      ,
155, 154,1.0491      ,
156, 155,1.0436      ,
157, 156,1.0381      ,
158, 157,1.0328      ,
159, 158,1.0275      ,
160, 159,1.0223      ,
161, 160,1.0171      ,
162, 161,1.0121      ,
163, 162,1.0071      ,
164, 163,1.0023      ,
165, 164,0.99751     ,
166, 165,0.99283     ,
167, 166,0.98824     ,
168, 167,0.98375     ,
169, 168,0.97936     ,
170, 169,0.97506     ,
171, 170,0.97086     ,
172, 171,0.96676     ,
173, 172,0.96276     ,
174, 173,0.95886     ,
175, 174,0.95507     ,
176, 175,0.95138     ,
177, 176,0.94779     ,
178, 177,0.94431     ,
179, 178,0.94094     ,
180, 179,0.93768     ,
181, 180,0.93453     ,
182, 181,0.93149     ,
183, 182,0.92856     ,
184, 183,0.92575     ,
185, 184,0.92305     ,
186, 185,0.92046     ,
187, 186,0.91799     ,
188, 187,0.91564     ,
189, 188,0.91341     ,
190, 189,0.91129     ,
191, 190,0.90929     ,
192, 191,0.90742     ,
193, 192,0.90566     ,
194, 193,0.90403     ,
195, 194,0.90252     ,
196, 195,0.90113     ,
197, 196,0.89987     ,
198, 197,0.89873     ,
199, 198,0.89772     ,
200, 199,0.89685     ,
201, 200,0.89612     ,
202, 201,0.89554     ,
203, 202,0.89507     ,
204, 203,0.89446     ,
205, 204,0.89346     ,
206, 205,0.89189     ,
207, 206,0.88987     ,
208, 207,0.88771     ,
209, 208,0.88564     ,
210, 209,0.88371     ,
211, 210,0.88191     ,
212, 211,0.88017     ,
213, 212,0.87852     ,
214, 213,0.87694     ,
215, 214,0.87542     ,
216, 215,0.87398     ,
217, 216,0.8726      ,
218, 217,0.87131     ,
219, 218,0.87011     ,
220, 219,0.86899     ,
221, 220,0.86797     ,
222, 221,0.86705     ,
223, 222,0.86625     ,
224, 223,0.86557     ,
225, 224,0.865       ,
226, 225,0.86457     ,
227, 226,0.86427     ,
228, 227,0.86411     ,
229, 228,0.86408     ,
230, 229,0.86419     ,
231, 230,0.86443     ,
232, 231,0.8648      ,
233, 232,0.86529     ,
234, 233,0.8659      ,
235, 234,0.86663     ,
236, 235,0.86746     ,
237, 236,0.8684      ,
238, 237,0.86943     ,
239, 238,0.87054     ,
240, 239,0.87173     ,
241, 240,0.873       ,
242, 241,0.87434     ,
243, 242,0.87575     ,
244, 243,0.87724     ,
245, 244,0.8788      ,
246, 245,0.88046     ,
247, 246,0.88222     ,
248, 247,0.88413     ,
249, 248,0.88611     ,
250, 249,0.88792     ,
251, 250,0.88918     ,
252, 251,0.8898      ,
253, 252,1.9087      ,
254, 253,1.6145      ,
255, 254,0.95695     ,
256, 255,0.87367     ,
257, 256,1.5441      ,
258, 257,1.0096      ,
259, 258,0.87649     ,
260, 259,1.2732      ,
261, 260,0.9608      ,
262, 261,1.3118      ,
263, 262,1.3196      ,
264, 263,1.7227      ,
265, 264,0.87195     ,
266, 265,1.2962      ,
267, 266,2.1298      ,
268, 267,1.1715      ,
269, 268,1.1784      ,
270, 269,1.7778      ,
271, 270,0.87113     ,
272, 271,2.0231      ,
273, 272,0.86997     ,
274, 273,0.8689      ,
275, 274,1.3918      ,
276, 275,2.3685      ,
277, 276,1.081       ,
278, 277,1.9847      ,
279, 278,1.3674      ,
280, 279,1.1182      ,
281, 280,1.0931      ,
282, 281,1.7319      ,
283, 282,1.2656      ,
284, 283,1.6413      ,
285, 284,0.89091     ,
286, 285,1.1995      ,
287, 286,1.0633      ,
288, 287,1.4753      ,
289, 288,0.90181     ,
290, 289,1.0691      ,
291, 290,1.0519      ,
292, 291,1.3513      ,
293, 292,2.0423      ,
294, 293,0.89821     ,
295, 294,0.87801     ,
296, 295,2.4895      ,
297, 296,1.1578      ,
298, 297,1.1378      ,
299, 298,0.90652     ,
300, 299,0.9772      ,
301, 300,0.98599     ,
302, 301,1.7502      ,
303, 302,1.741       ,
304, 303,0.86703     ,
305, 304,1.0576      ,
306, 305,0.92439     ,
307, 306,0.88133     ,
308, 307,1.3837      ,
309, 308,1.3594      ,
310, 309,1.4499      ,
311, 310,1.4415      ,
312, 311,2.0135      ,
313, 312,2.4311      ,
314, 313,1.6683      ,
315, 314,1.1511      ,
316, 315,0.86408     ,
317, 316,0.86418     ,
318, 317,2.1839      ,
319, 318,0.94262     ,
320, 319,1.8335      ,
321, 320,0.87962     ,
322, 321,2.1593      ,
323, 322,0.88512     ,
324, 323,1.075       ,
325, 324,0.88666     ,
326, 325,0.99053     ,
327, 326,0.99988     ,
328, 327,2.0327      ,
329, 328,1.4332      ,
330, 329,1.2581      ,
331, 330,1.087       ,
332, 331,1.0047      ,
333, 332,1.0146      ,
334, 333,0.97295     ,
335, 334,1.1444      ,
336, 335,2.1885      ,
337, 336,2.4214      ,
338, 337,1.6864      ,
339, 338,0.91028     ,
340, 339,1.7594      ,
341, 340,1.0197      ,
342, 341,2.47        ,
343, 342,0.98154     ,
344, 343,1.4083      ,
345, 344,1.0354      ,
346, 345,1.1854      ,
347, 346,0.86441     ,
348, 347,1.3275      ,
349, 348,2.1774      ,
350, 349,2.364       ,
351, 350,2.3923      ,
352, 351,1.6773      ,
353, 352,0.90049     ,
354, 353,1.6954      ,
355, 354,1.1925      ,
356, 355,0.86558     ,
357, 356,1.0993      ,
358, 357,1.2284      ,
359, 358,2.0039      ,
360, 359,0.87772     ,
361, 360,1.6593      ,
362, 361,0.94957     ,
363, 362,0.93609     ,
364, 363,0.9688      ,
365, 364,1.304       ,
366, 365,1.9371      ,
367, 366,1.5703      ,
368, 367,1.1055      ,
369, 368,0.89727     ,
370, 369,2.3829      ,
371, 370,0.88864     ,
372, 371,0.88705     ,
373, 372,0.8646      ,
374, 373,0.88103     ,
375, 374,0.8953      ,
376, 375,0.89479     ,
377, 376,1.8616      ,
378, 377,2.0908      ,
379, 378,2.0811      ,
380, 379,2.4798      ,
381, 380,0.86847     ,
382, 381,1.9656      ,
383, 382,1.2506      ,
384, 383,1.4165      ,
385, 384,1.9181      ,
386, 385,1.8429      ,
387, 386,1.5968      ,
388, 387,1.4         ,
389, 388,1.2432      ,
390, 389,1.2358      ,
391, 390,0.92174     ,
392, 391,0.94604     ,
393, 392,1.4668      ,
394, 393,0.8707      ,
395, 394,1.5354      ,
396, 395,0.86503     ,
397, 396,0.86477     ,
398, 397,0.86412     ,
399, 398,1.4838      ,
400, 399,1.4923      ,
401, 400,0.88466     ,
402, 401,2.4408      ,
403, 402,1.6503      ,
404, 403,2.3748      ,
405, 404,1.6234      ,
406, 405,2.0714      ,
407, 406,0.91921     ,
408, 407,0.88879     ,
409, 408,1.6056      ,
410, 409,1.8898      ,
411, 410,0.86954     ,
412, 411,1.5267      ,
413, 412,0.87934     ,
414, 413,1.1247      ,
415, 414,1.1312      ,
416, 415,1.3755      ,
417, 416,1.5095      ,
418, 417,2.0617      ,
419, 418,1.6324      ,
420, 419,1.2139      ,
421, 420,0.86429     ,
422, 421,1.0301      ,
423, 422,1.2211      ,
424, 423,0.89581     ,
425, 424,1.8992      ,
426, 425,1.5009      ,
427, 426,2.4603      ,
428, 427,0.87328     ,
429, 428,0.86664     ,
430, 429,0.86792     ,
431, 430,1.3433      ,
432, 431,0.87617     ,
433, 432,0.87469     ,
434, 433,1.2067      ,
435, 434,0.86589     ,
436, 435,0.86527     ,
437, 436,0.8828      ,
438, 437,0.93001     ,
439, 438,1.871       ,
440, 439,0.88316     ,
441, 440,0.86749     ,
442, 441,1.3354      ,
443, 442,1.7045      ,
444, 443,1.9752      ,
445, 444,0.87504     ,
446, 445,1.5181      ,
447, 446,1.2885      ,
448, 447,1.8804      ,
449, 448,2.1495      ,
450, 449,1.2808      ,
451, 450,0.91451     ,
452, 451,0.91233     ,
453, 452,1.5879      ,
454, 453,2.1005      ,
455, 454,0.89274     ,
456, 455,0.86625     ,
457, 456,0.92714     ,
458, 457,2.1689      ,
459, 458,1.0409      ,
460, 459,1.1119      ,
461, 460,1.8522      ,
462, 461,0.90326     ,
463, 462,0.9168      ,
464, 463,1.8242      ,
465, 464,1.8056      ,
466, 465,1.8149      ,
467, 466,1.7963      ,
468, 467,1.5528      ,
469, 468,1.5791      ,
470, 469,2.4506      ,
471, 470,0.88992     ,
472, 471,1.9276      ,
473, 472,0.933       ,
474, 473,1.9943      ,
475, 474,0.89403     ,
476, 475,1.5616      ,
477, 476,0.90834     ,
478, 477,2.1396      ,
479, 478,1.9466      ,
480, 479,2.1102      ,
481, 480,0.88956     ,
482, 481,2.402       ,
483, 482,2.4117      ,
484, 483,0.87236     ,
485, 484,0.90483     ,
486, 485,1.9561      ,
487, 486,0.95321     ,
488, 487,0.9393      ,
489, 488,1.1646      ,
490, 489,2.052       ,
491, 490,1.7136      ,
492, 491,0.99516     ,
493, 492,1.4583      ,
494, 493,2.12        ,
495, 494,1.7686      ,
496, 495,0.96475     ,
497, 496,0.89929     ,
498, 497,1.0464      ,
499, 498,1.7871      ,
500, 499,1.0249      ,
501, 500,1.4248      ,
502, 501,0.89646     ,
